fixation_count,fixation_duration_mean,fixation_duration_max,fixation_duration_std,saccade_count,saccade_amplitude_mean,saccade_amplitude_max,gaze_target_entropy,n_unique_targets,clue_dwell,puzzle_dwell,env_dwell,puzzle_object_ratio,gaze_head_coupling,revisit_rate,gaze_dispersion,eye_confidence_mean,blink_proxy,n_gaze_samples,participant_id,window_start
7,0.6707,1.6505,0.6038,6,0.6765,12.3775,1.3814,7,0.2013,0.0,0.7987,0.2013,0.0339,0.2857,0.1813,1.0,0.0,313,1,800.0
5,0.9514,2.6901,0.968,4,0.5655,11.6838,1.4884,7,0.0823,0.0316,0.8861,0.1139,0.1216,0.4,0.1391,1.0,0.0,316,1,805.0
11,0.3906,1.7324,0.442,10,0.7376,13.5418,1.7604,11,0.09,0.0418,0.836,0.1318,0.0361,0.6364,0.16,1.0,0.0,311,1,810.0
10,0.4705,2.4518,0.6678,9,0.5803,10.2503,1.8496,5,0.9228,0.0,0.0772,0.9228,0.0827,0.5,0.0825,1.0,0.0,311,1,815.0
5,0.92,2.9877,1.0672,4,0.5684,16.3342,1.4495,4,0.3968,0.0,0.6032,0.3968,0.1135,0.2,0.1132,1.0,0.0,310,1,820.0
9,0.5196,1.8765,0.5122,8,0.8044,15.3862,1.9614,5,0.508,0.0,0.492,0.508,0.1373,0.4444,0.1462,1.0,0.0,311,1,825.0
6,0.7686,1.8132,0.5673,5,0.6761,15.9993,1.7497,6,0.1847,0.0,0.8153,0.1847,0.013,0.5,0.2932,1.0,0.0,314,1,830.0
8,0.5088,1.6009,0.4487,7,0.8983,18.571,2.1261,13,0.0703,0.1597,0.77,0.23,0.0359,0.5,0.3003,1.0,0.0,313,1,835.0
9,0.4703,1.5573,0.533,8,0.6721,16.1236,1.4417,5,0.0,0.0064,0.9936,0.0064,0.0822,0.6667,0.2002,1.0,0.0,313,1,840.0
8,0.5255,1.125,0.2914,7,0.9524,14.7647,1.8425,8,0.1139,0.0,0.8576,0.1139,0.0062,0.625,0.2241,1.0,0.0,316,1,845.0
6,0.8019,1.5611,0.4622,5,0.8114,15.0281,1.4165,4,0.5098,0.0,0.4902,0.5098,0.3991,0.5,0.2367,1.0,0.0,306,1,850.0
9,0.5049,2.1546,0.6034,8,0.9835,16.9546,0.9812,2,0.5806,0.0,0.4194,0.5806,0.2611,0.7778,0.0898,1.0,0.0,310,1,855.0
3,1.6022,4.5423,2.0789,2,0.5801,10.0421,0.3349,2,0.9381,0.0,0.0619,0.9381,0.1432,0.3333,0.0534,1.0,0.0,307,1,860.0
5,0.9548,1.6131,0.553,4,0.7565,15.1159,0.7087,3,0.8312,0.0,0.1688,0.8312,0.2304,0.6,0.0874,1.0,0.0,308,1,865.0
6,0.7128,1.2487,0.4199,5,1.2231,18.1972,0.9672,3,0.2039,0.0,0.7961,0.2039,0.5718,0.5,0.2575,1.0,0.0,309,1,870.0
6,0.7471,1.4038,0.4673,5,1.0958,22.1648,1.794,4,0.3686,0.0,0.6314,0.3686,0.0432,0.3333,0.2788,1.0,0.0,312,1,875.0
12,0.3702,1.0879,0.2858,11,1.4681,19.9629,1.5519,4,0.4045,0.0,0.5955,0.4045,0.2273,0.6667,0.3057,1.0,0.0,309,1,880.0
7,0.6269,3.0196,0.9866,6,0.6216,12.3845,0.7706,2,0.7742,0.0,0.2258,0.7742,0.1957,0.7143,0.091,1.0,0.0,310,1,885.0
2,2.4575,2.7388,0.2813,1,0.5431,18.6059,1.0579,3,0.4341,0.0,0.5659,0.4341,0.2518,0.0,0.2159,1.0,0.0,311,1,890.0
5,0.9546,3.4807,1.2875,4,0.8291,16.2386,0.9263,3,0.7581,0.0,0.2419,0.7581,0.2648,0.4,0.185,1.0,0.0,310,1,895.0
3,1.6108,2.7859,0.834,2,0.7591,15.1935,0.8187,3,0.7864,0.0,0.2136,0.7864,0.0022,0.3333,0.1711,1.0,0.0,309,1,900.0
7,0.6838,1.6029,0.5685,6,0.8646,16.0531,1.1901,3,0.6375,0.0,0.3625,0.6375,0.0038,0.5714,0.2258,1.0,0.0,309,1,905.0
3,1.6525,2.4906,1.081,2,0.5769,9.2732,0.189,2,0.9711,0.0,0.0289,0.9711,0.0493,0.3333,0.0989,1.0,0.0,311,1,910.0
3,1.6447,3.2765,1.2667,2,0.8515,16.7165,1.1206,3,0.6395,0.0,0.3605,0.6395,0.001,0.0,0.2606,1.0,0.0,258,1,915.0
1,4.8824,4.8824,0.0,0,0.4988,10.2209,0.1246,2,0.0,0.0,1.0,0.0,0.0055,0.0,0.1304,1.0,0.0,293,1,920.0
4,1.1896,3.3462,1.2538,3,0.5422,13.1565,0.4916,2,0.0,0.0,1.0,0.0,0.4137,0.5,0.1281,1.0,0.0,317,1,925.0
8,0.5613,2.5161,0.7535,7,0.7267,18.6395,1.7004,10,0.2276,0.0224,0.7404,0.25,0.2559,0.5,0.2513,1.0,0.0,312,1,930.0
7,0.5985,1.7394,0.5352,6,0.8685,15.2898,0.9717,4,0.0643,0.0,0.9293,0.0643,0.3417,0.5714,0.1732,1.0,0.0,311,1,935.0
3,1.5132,3.7868,1.6182,2,0.805,18.613,0.2352,2,0.0,0.0,1.0,0.0,0.06,0.6667,0.1183,1.0,0.0,312,1,940.0
4,1.1875,2.4211,0.9654,3,0.4553,13.8644,0.4927,3,0.0511,0.0,0.9489,0.0511,0.4021,0.5,0.0999,1.0,0.0,313,1,945.0
8,0.5315,1.2823,0.3606,7,0.9639,16.8638,1.462,5,0.3355,0.0065,0.6581,0.3419,0.0271,0.625,0.2175,1.0,0.0,310,1,950.0
11,0.4176,0.7681,0.2257,10,0.8408,18.2782,1.4717,5,0.0,0.0,0.9841,0.0,0.1428,0.7273,0.15,1.0,0.0,314,1,955.0
11,0.3773,0.8915,0.2658,10,0.831,16.2404,1.9983,10,0.0,0.0613,0.8903,0.0613,0.0142,0.6364,0.1407,1.0,0.0,310,1,960.0
7,0.6489,1.1166,0.2624,6,0.6019,13.2782,1.5235,5,0.0,0.0,0.984,0.0,0.0068,0.5714,0.1692,1.0,0.0,313,1,965.0
6,0.7822,1.5768,0.5962,5,0.7252,12.776,1.0157,4,0.0,0.0,0.9936,0.0,0.0043,0.6667,0.0989,1.0,0.0,311,1,970.0
9,0.4586,1.184,0.3626,8,0.8499,16.5272,1.2096,5,0.0289,0.0,0.9646,0.0289,0.006,0.6667,0.1304,1.0,0.0,311,1,975.0
11,0.39,0.7469,0.1864,10,1.1321,17.5187,1.5461,5,0.2669,0.0096,0.7235,0.2765,0.0043,0.7273,0.2408,1.0,0.0,311,1,980.0
4,1.1581,2.615,0.872,3,0.7235,14.1241,0.3451,3,0.9479,0.0,0.0521,0.9479,0.1504,0.75,0.0937,1.0,0.0,307,1,985.0
8,0.5789,1.7242,0.5583,7,0.9317,11.8683,1.3918,3,0.3859,0.0,0.6141,0.3859,0.0089,0.625,0.1984,1.0,0.0,241,1,990.0
2,2.4676,3.1051,0.6375,1,0.4192,16.3095,0.0605,2,0.0,0.0,1.0,0.0,0.0355,0.5,0.167,1.0,0.0,284,1,995.0
7,0.6592,1.1366,0.361,6,0.7604,16.1226,1.1745,8,0.0,0.0133,0.9633,0.0133,0.2177,0.7143,0.1221,1.0,0.0,300,1,1000.0
9,0.4696,1.3702,0.4112,8,0.7678,15.9809,1.8464,12,0.0,0.0569,0.893,0.0569,0.0471,0.5556,0.1985,1.0,0.0,299,1,1005.0
6,0.7106,2.1811,0.7243,5,0.5431,12.6387,1.8794,7,0.0651,0.0,0.9075,0.0651,0.2653,0.3333,0.1042,1.0,0.0,292,1,1010.0
12,0.3686,1.1906,0.3818,11,1.3873,25.2983,1.9099,6,0.0615,0.0,0.9038,0.0615,0.2013,0.5,0.2918,1.0,0.0,260,1,1015.0
11,0.3815,1.2519,0.3293,10,1.128,40.7995,1.3192,6,0.0038,0.0038,0.9925,0.0075,0.0129,0.6364,0.2294,1.0,0.0,265,1,1020.0
8,0.5664,1.0196,0.3119,7,0.5884,5.8538,0.865,3,0.0,0.0,1.0,0.0,0.124,0.625,0.0798,1.0,0.0,304,1,1025.0
4,1.1827,2.3544,0.792,3,0.3106,4.0527,0.2517,2,0.0,0.0,1.0,0.0,0.1628,0.75,0.0292,1.0,0.0,309,1,1030.0
2,0.9836,1.1645,0.1809,1,0.2895,1.7882,0.1184,2,0.0,0.0,1.0,0.0,0.143,0.5,0.0184,1.0,0.0,125,1,1035.0
7,0.4048,1.0297,0.3157,6,1.3728,87.7972,2.6629,14,0.0,0.0,0.9883,0.0,0.7101,0.5714,0.2493,1.0,0.0,343,2,0.0
3,1.536,2.7708,1.0288,2,0.7869,15.6798,0.4696,5,0.0,0.0,1.0,0.0,0.277,0.6667,0.1891,1.0,0.0,357,2,5.0
10,0.3248,0.7528,0.1739,9,0.9257,14.5356,2.4212,7,0.0,0.0,1.0,0.0,0.1812,0.6,0.1051,1.0,0.0,360,2,10.0
10,0.3829,1.64,0.4393,9,1.0799,13.3009,2.1051,6,0.0,0.0,1.0,0.0,0.147,0.7,0.1301,1.0,0.0,361,2,15.0
8,0.5323,1.0858,0.2769,7,0.7917,12.9837,2.1127,7,0.0,0.0,1.0,0.0,0.1034,0.5,0.1599,1.0,0.0,361,2,20.0
9,0.2873,0.7121,0.2122,8,1.0296,10.9642,2.8736,14,0.0,0.0,0.9861,0.0,0.4923,0.4444,0.1583,1.0,0.0,360,2,25.0
9,0.4069,1.5023,0.3963,8,0.9317,13.5492,2.2534,8,0.0,0.0,1.0,0.0,0.1242,0.4444,0.1481,1.0,0.0,354,2,30.0
7,0.5882,1.5225,0.4838,6,0.7565,11.6421,1.6687,5,0.0,0.0,1.0,0.0,0.0536,0.5714,0.1504,1.0,0.0,366,2,35.0
4,1.0128,2.1584,0.7934,3,0.8116,11.9745,2.2834,13,0.011,0.0,0.9753,0.011,0.1942,0.25,0.2214,1.0,0.0,365,2,40.0
10,0.3858,1.6363,0.4313,9,0.7318,14.5997,2.354,9,0.0,0.0,0.9838,0.0,0.0354,0.5,0.1197,1.0,0.0,370,2,45.0
4,1.1395,2.515,0.856,3,0.6767,12.7686,1.6035,7,0.0,0.0,1.0,0.0,0.1962,0.25,0.2153,1.0,0.0,365,2,50.0
13,0.2307,0.6976,0.1601,12,1.4205,18.8756,3.5793,22,0.063,0.1562,0.7753,0.2192,0.2522,0.4615,1.297,1.0,0.0,365,2,55.0
9,0.4182,1.3174,0.3346,8,0.7528,17.3845,2.9805,20,0.774,0.0508,0.161,0.8249,0.3706,0.3333,0.5922,1.0,0.0,354,2,60.0
13,0.3194,1.0922,0.2592,12,0.9751,15.3696,3.0912,15,0.4155,0.0443,0.5402,0.4598,0.3415,0.3846,0.3964,1.0,0.0,361,2,65.0
5,0.9036,1.5755,0.3851,4,0.8973,14.2103,1.4017,3,0.0,0.0,1.0,0.0,0.0225,0.4,0.2579,1.0,0.0,361,2,70.0
7,0.6568,1.9646,0.5813,6,1.2329,24.8774,1.8417,6,0.0028,0.0,0.8972,0.0028,0.5038,0.4286,0.4001,1.0,0.0,360,2,75.0
4,1.1964,2.2682,0.896,3,1.1953,16.9616,0.2261,3,0.0194,0.0,0.9806,0.0194,0.0504,0.75,0.268,1.0,0.0,360,2,80.0
5,0.9641,2.2001,0.6888,4,0.7005,14.0712,0.2733,2,0.047,0.0,0.953,0.047,0.1757,0.6,0.1015,1.0,0.0,362,2,85.0
1,4.9868,4.9868,0.0,0,0.7625,12.8964,-0.0,1,0.0,0.0,1.0,0.0,0.0289,0.0,0.0969,1.0,0.0,323,2,90.0
9,0.5029,0.8657,0.1907,8,0.9438,18.8697,1.5203,3,0.3534,0.0,0.6466,0.3534,0.0071,0.6667,0.2487,1.0,0.0,365,2,95.0
4,1.1561,2.607,0.8428,3,1.1254,28.1097,0.9476,3,0.0,0.0,1.0,0.0,0.0343,0.5,0.3467,1.0,0.0,360,2,100.0
5,0.9379,1.9038,0.6503,4,0.7494,15.8236,1.1142,4,0.0082,0.0,0.9753,0.0082,0.3754,0.6,0.2328,1.0,0.0,364,2,105.0
14,0.2442,0.6596,0.1446,13,1.1185,44.9987,3.2407,16,0.1657,0.0534,0.6376,0.2191,0.0605,0.4286,1.3347,1.0,0.0,356,2,110.0
7,0.6834,1.3919,0.4308,6,0.8872,16.7536,1.4217,3,0.8449,0.0,0.1551,0.8449,0.2664,0.5714,0.1899,1.0,0.0,361,2,115.0
7,0.6672,1.2481,0.337,6,1.0806,16.1486,2.0074,5,0.7005,0.0,0.2995,0.7005,0.3306,0.4286,0.3062,1.0,0.0,364,2,120.0
4,1.2142,2.6612,0.941,3,0.7939,15.4752,0.342,3,0.9448,0.0,0.0552,0.9448,0.2305,0.5,0.2395,1.0,0.0,362,2,125.0
9,0.502,2.2723,0.6392,8,0.6486,11.793,1.0065,4,0.8626,0.0,0.1374,0.8626,0.453,0.6667,0.2364,1.0,0.0,364,2,130.0
5,0.9565,2.3053,0.8107,4,0.6779,11.1942,0.2083,3,0.9699,0.0,0.0301,0.9699,0.234,0.8,0.1939,1.0,0.0,365,2,135.0
1,4.9843,4.9843,0.0,0,0.5296,9.2062,-0.0,1,1.0,0.0,0.0,1.0,0.141,0.0,0.0764,1.0,0.0,360,2,140.0
5,0.9613,2.1458,0.7881,4,0.5818,10.8105,0.5144,2,0.8852,0.0,0.1148,0.8852,0.1946,0.6,0.0988,1.0,0.0,357,2,145.0
3,1.5925,3.5525,1.4083,2,0.5633,13.3368,0.2306,3,0.9689,0.0,0.0311,0.9689,0.2405,0.6667,0.081,1.0,0.0,354,2,150.0
1,4.9835,4.9835,0.0,0,0.5966,11.819,-0.0,1,1.0,0.0,0.0,1.0,0.2824,0.0,0.0802,1.0,0.0,356,2,155.0
7,0.6825,2.951,0.9264,6,0.4763,11.4418,0.138,2,0.9806,0.0,0.0194,0.9806,0.0732,0.8571,0.0684,1.0,0.0,361,2,160.0
2,2.4773,4.0921,1.6148,1,0.63,14.0455,0.0279,2,0.9972,0.0,0.0028,0.9972,0.1083,0.5,0.087,1.0,0.0,355,2,165.0
3,1.6194,3.9262,1.6373,2,0.8835,17.8783,0.701,3,0.9802,0.0,0.0198,0.9802,0.4059,0.3333,0.1695,1.0,0.0,354,2,170.0
3,1.6243,2.0113,0.4632,2,0.8291,14.4649,1.0493,3,0.9859,0.0,0.0141,0.9859,0.4031,0.3333,0.2425,1.0,0.0,355,2,175.0
5,0.8359,2.7441,0.9887,4,1.0418,16.8007,1.2651,9,0.0424,0.0,0.8898,0.0424,0.3664,0.4,0.2243,1.0,0.0,354,2,180.0
2,2.4438,4.657,2.2132,1,0.9455,15.5623,0.2882,2,0.0,0.0,1.0,0.0,0.3457,0.0,0.167,1.0,0.0,357,2,185.0
6,0.6692,1.8694,0.6858,5,1.5868,18.6928,2.0787,10,0.3186,0.0,0.6787,0.3186,0.4909,0.3333,0.4447,1.0,0.0,361,2,190.0
9,0.4342,1.2191,0.3329,8,1.6148,19.4684,2.0258,9,0.5,0.0,0.489,0.5,0.533,0.5556,0.3756,1.0,0.0,362,2,195.0
9,0.4753,0.9281,0.3047,8,0.9817,15.0233,1.7256,5,0.0,0.0,0.896,0.0,0.4797,0.4444,0.1665,1.0,0.0,346,2,200.0
1,4.9802,4.9802,0.0,0,0.4585,11.973,-0.0,1,0.0,0.0,1.0,0.0,0.0949,0.0,0.0488,1.0,0.0,356,2,205.0
3,1.4115,2.4271,0.7252,2,1.3624,18.0959,1.5986,14,0.1787,0.0,0.8069,0.1787,0.4815,0.3333,0.416,1.0,0.0,347,2,210.0
7,0.6168,1.5763,0.5004,6,0.8868,24.753,1.5864,6,0.1761,0.0,0.733,0.1761,0.4484,0.4286,0.3356,1.0,0.0,352,2,215.0
4,1.095,3.1125,1.1765,3,0.9431,16.8709,1.2587,7,0.169,0.0,0.8085,0.169,0.6153,0.5,0.3216,1.0,0.0,355,2,220.0
3,1.5744,4.1972,1.8547,2,0.7679,14.5291,0.5486,3,0.0,0.0,1.0,0.0,0.4378,0.3333,0.2001,1.0,0.0,352,2,225.0
6,0.7623,2.1,0.8003,5,0.8025,16.1016,1.467,7,0.5807,0.0,0.4193,0.5807,0.5195,0.3333,0.3948,1.0,0.0,353,2,230.0
4,1.2264,2.2186,0.6282,3,0.8468,15.0673,0.9919,3,0.9916,0.0,0.0084,0.9916,0.4021,0.5,0.1828,1.0,0.0,359,2,235.0
3,1.6008,3.119,1.101,2,1.1178,20.0495,1.1387,5,0.6275,0.0,0.3725,0.6275,0.4692,0.3333,0.3751,1.0,0.0,357,2,240.0
7,0.6682,2.0489,0.7047,6,1.0952,18.8045,1.6975,10,0.4261,0.0,0.571,0.4261,0.6291,0.2857,0.4558,1.0,0.0,352,2,245.0
10,0.4086,0.7617,0.2546,9,1.6977,29.2973,2.1523,7,0.65,0.0,0.35,0.65,0.5612,0.6,0.4027,1.0,0.0,360,2,250.0
3,1.5608,3.0163,1.1769,2,0.8836,18.2071,1.2315,8,0.3102,0.0,0.6842,0.3102,0.5588,0.3333,0.4494,1.0,0.0,361,2,255.0
4,1.1848,3.3985,1.2922,3,0.9682,18.3677,1.3111,6,0.2963,0.0,0.7009,0.2963,0.4074,0.25,0.3219,1.0,0.0,351,2,260.0
2,2.4854,4.6286,2.1432,1,0.6127,6.649,0.0275,2,0.9972,0.0,0.0028,0.9972,0.1678,0.5,0.0739,1.0,0.0,361,2,265.0
1,4.9809,4.9809,0.0,0,0.4856,7.1202,-0.0,1,1.0,0.0,0.0,1.0,0.1596,0.0,0.0543,1.0,0.0,353,2,270.0
7,0.5938,1.6203,0.4354,6,0.7441,16.949,1.6601,7,0.5766,0.0,0.415,0.5766,0.4361,0.5714,0.3645,1.0,0.0,359,2,275.0
3,1.6026,3.4211,1.3532,2,0.918,16.8971,1.0975,4,0.2676,0.0,0.7324,0.2676,0.5312,0.0,0.4384,1.0,0.0,355,2,280.0
6,0.7753,1.1987,0.2735,5,1.2784,24.1248,1.7086,8,0.83,0.0,0.1671,0.83,0.4602,0.5,0.2954,1.0,0.0,353,2,285.0
2,2.3378,3.6987,1.3609,1,0.7309,19.2696,0.9897,7,0.2052,0.0,0.7919,0.2052,0.4495,0.0,0.2645,1.0,0.0,346,2,290.0
6,0.685,2.0948,0.6895,5,1.445,25.9292,1.8195,8,0.196,0.0,0.7896,0.196,0.5614,0.1667,0.3665,1.0,0.0,347,2,295.0
3,1.6313,2.6012,0.9345,2,0.8104,14.93,0.4674,3,0.0,0.0,1.0,0.0,0.476,0.3333,0.1803,1.0,0.0,334,2,300.0
6,0.7896,3.0658,1.0366,5,0.8001,13.2799,0.8056,2,0.0,0.0,1.0,0.0,0.3589,0.6667,0.2019,1.0,0.0,353,2,305.0
7,0.6522,1.6872,0.6438,6,1.3593,41.8876,1.2632,7,0.0,0.0,0.9446,0.0,0.5085,0.2857,0.7294,1.0,0.0,343,2,310.0
10,0.4441,1.6751,0.4471,9,1.3474,16.2918,2.2509,10,0.0578,0.0087,0.8757,0.0665,0.2623,0.4,0.6907,1.0,0.0,346,2,315.0
4,1.1688,1.8401,0.6671,3,1.1219,15.1266,1.0905,3,0.0,0.0,1.0,0.0,0.0256,0.25,0.441,1.0,0.0,341,2,320.0
5,0.967,2.3091,0.7555,4,0.6279,15.3619,0.6228,3,0.0,0.0,1.0,0.0,0.1314,0.6,0.141,1.0,0.0,353,2,325.0
6,0.6193,1.4575,0.419,5,1.2453,19.7048,1.9188,9,0.0,0.0029,0.8921,0.0029,0.0068,0.5,0.2869,1.0,0.0,343,2,330.0
6,0.8194,1.8123,0.5693,5,0.5166,9.1142,1.0646,3,0.0,0.0,1.0,0.0,0.0128,0.5,0.2282,1.0,0.0,355,2,335.0
9,0.4377,1.1283,0.3604,8,1.1279,17.5319,2.6248,12,0.6464,0.0,0.3094,0.6464,0.3623,0.3333,0.3658,1.0,0.0,362,2,340.0
11,0.3539,0.622,0.1553,10,1.95,19.4459,2.4378,11,0.2092,0.0,0.6504,0.2092,0.0526,0.4545,0.4166,1.0,0.0,349,2,345.0
8,0.3532,0.9275,0.2776,7,1.3937,18.2483,3.4497,24,0.0,0.1622,0.6814,0.1622,0.3771,0.375,1.3423,1.0,0.0,339,2,350.0
11,0.2934,0.633,0.1882,10,1.9028,21.4649,2.8922,18,0.0,0.1202,0.7361,0.1202,0.0965,0.5455,0.5167,1.0,0.0,341,2,355.0
11,0.3881,2.1029,0.5539,10,1.2457,21.158,1.6547,9,0.659,0.0173,0.2775,0.6763,0.1248,0.6364,0.3494,1.0,0.0,346,2,360.0
8,0.5633,2.193,0.6634,7,1.1839,16.1991,1.1998,4,0.7107,0.014,0.2753,0.7247,0.1737,0.625,0.2863,1.0,0.0,356,2,365.0
8,0.5765,1.8546,0.5685,7,0.7315,17.7638,1.4176,3,0.4958,0.0,0.5042,0.4958,0.2135,0.625,0.1394,1.0,0.0,357,2,370.0
6,0.796,2.3576,0.7198,5,0.6498,12.6205,1.2733,3,0.5556,0.0,0.4444,0.5556,0.1427,0.5,0.0818,1.0,0.0,351,2,375.0
5,0.9704,2.3125,0.7624,4,0.6777,12.1513,0.1205,3,0.9859,0.0,0.0141,0.9859,0.175,0.8,0.0688,1.0,0.0,355,2,380.0
1,4.9827,4.9827,0.0,0,0.6621,13.59,-0.0,1,1.0,0.0,0.0,1.0,0.216,0.0,0.0949,1.0,0.0,358,2,385.0
1,4.9834,4.9834,0.0,0,0.7683,17.493,-0.0,1,1.0,0.0,0.0,1.0,0.4158,0.0,0.1073,1.0,0.0,344,2,390.0
14,0.2674,0.5569,0.1121,13,1.299,18.1453,2.4657,12,0.2748,0.119,0.5807,0.3938,0.1471,0.6429,0.4716,1.0,0.0,353,2,395.0
4,1.1002,2.9601,1.1178,3,0.8026,15.6396,1.8546,10,0.0,0.0595,0.8867,0.0595,0.217,0.0,0.4627,1.0,0.0,353,2,400.0
5,0.8952,3.5207,1.316,4,0.7873,19.5683,1.1238,9,0.0,0.0504,0.9436,0.0504,0.1786,0.4,0.1723,1.0,0.0,337,2,405.0
7,0.3947,0.8487,0.2158,6,1.6679,36.4411,3.1158,23,0.0983,0.0954,0.6763,0.1936,0.3949,0.4286,0.5882,1.0,0.0,346,2,410.0
13,0.3322,0.6574,0.1423,12,0.6333,11.1334,1.4956,3,0.5,0.0,0.5,0.5,0.0837,0.7692,0.0793,1.0,0.0,364,2,415.0
11,0.3903,1.1213,0.3863,10,0.8231,14.5148,1.7275,6,0.181,0.2069,0.6121,0.3879,0.2118,0.6364,0.3165,1.0,0.0,348,2,420.0
8,0.3398,0.834,0.1986,7,1.5438,16.8104,3.2987,20,0.0087,0.3584,0.4884,0.3671,0.1397,0.5,0.5629,1.0,0.0,346,2,425.0
10,0.187,0.5158,0.1204,9,2.4189,26.3741,3.351,40,0.0231,0.1297,0.6888,0.1527,0.3707,0.7,0.5991,1.0,0.0,347,2,430.0
11,0.2206,0.4847,0.1087,10,1.7639,22.4613,3.6533,25,0.0,0.052,0.8902,0.052,0.0478,0.6364,1.1601,1.0,0.0,346,2,435.0
5,0.9494,2.912,0.9959,4,0.9646,17.438,1.5417,5,0.2063,0.0401,0.7536,0.2464,0.0966,0.2,0.3382,1.0,0.0,349,2,440.0
5,0.9544,3.0862,1.0767,4,0.8467,23.1716,0.759,2,0.7806,0.0,0.2194,0.7806,0.11,0.6,0.2429,1.0,0.0,351,2,445.0
3,1.596,3.2696,1.2664,2,0.7102,48.4197,0.3587,4,0.9429,0.0029,0.0543,0.9457,0.1355,0.3333,0.1398,1.0,0.0,350,2,450.0
9,0.5299,1.6264,0.4813,8,1.1104,21.7067,1.4354,6,0.4483,0.0,0.4598,0.4483,0.0733,0.6667,0.2655,1.0,0.0,348,2,455.0
5,0.9277,3.0583,1.0979,4,0.8721,20.358,1.0516,5,0.7835,0.0627,0.1538,0.8462,0.2835,0.4,0.1954,1.0,0.0,351,2,460.0
7,0.6727,1.5166,0.5661,6,0.956,20.0983,1.0396,6,0.7988,0.137,0.0641,0.9359,0.2553,0.5714,0.2064,1.0,0.0,343,2,465.0
4,1.1696,2.9934,1.0563,3,1.0277,19.4297,0.6531,4,0.886,0.0,0.114,0.886,0.1313,0.5,0.1292,1.0,0.0,351,2,470.0
8,0.4474,0.9015,0.2329,7,0.8665,15.3015,2.9088,11,0.3514,0.0,0.6486,0.3514,0.0318,0.25,0.2167,1.0,0.0,350,2,475.0
9,0.4402,1.3264,0.428,8,0.7991,20.6358,1.6725,10,0.0,0.0059,0.9941,0.0059,0.2077,0.6667,0.2054,1.0,0.0,340,2,480.0
5,0.7998,1.4626,0.4577,4,0.7668,18.7277,2.0924,10,0.3438,0.0,0.6477,0.3438,0.1725,0.4,0.1755,1.0,0.0,352,2,485.0
10,0.4568,1.3338,0.3215,9,1.0195,15.0728,1.2129,4,0.0,0.0,1.0,0.0,0.0623,0.8,0.2841,1.0,0.0,351,2,490.0
4,1.1655,2.1269,0.6761,3,0.8103,12.0998,1.1177,3,0.0,0.0,1.0,0.0,0.2804,0.5,0.2918,1.0,0.0,351,2,495.0
3,1.6203,2.3917,1.0445,2,1.0182,23.4817,0.3352,5,0.0,0.0,1.0,0.0,0.2038,0.3333,0.2309,1.0,0.0,344,2,500.0
4,1.1839,2.0046,0.8322,3,0.7839,17.5212,0.3401,4,0.0,0.0,1.0,0.0,0.3179,0.5,0.2335,1.0,0.0,345,2,505.0
5,0.98,2.533,0.9809,4,0.4285,5.5969,0.435,3,0.0,0.0,1.0,0.0,0.3211,0.6,0.0902,1.0,0.0,335,2,510.0
5,0.9674,1.9004,0.4979,4,0.5199,8.061,0.8215,4,0.0,0.0058,0.9942,0.0058,0.2201,0.6,0.3543,1.0,0.0,345,2,515.0
7,0.6069,1.346,0.4509,6,1.3729,33.0082,1.5593,10,0.5493,0.0507,0.4,0.6,0.0529,0.5714,0.4604,1.0,0.0,355,2,520.0
2,2.4541,3.0025,0.5484,1,0.5173,10.5519,0.0518,2,0.9942,0.0,0.0058,0.9942,0.3174,0.5,0.0802,1.0,0.0,342,2,525.0
2,2.4554,4.5597,2.1043,1,0.6815,14.2323,0.0597,3,0.9939,0.0,0.003,0.9939,0.2921,0.5,0.0786,1.0,0.0,328,2,530.0
3,1.635,2.5871,0.6746,2,0.4918,6.1997,0.0796,3,0.9914,0.0,0.0058,0.9914,0.1599,0.6667,0.0825,1.0,0.0,347,2,535.0
2,2.3706,3.3143,0.9437,1,0.6952,14.2319,0.3956,6,0.95,0.0,0.0265,0.95,0.1089,0.5,0.0777,1.0,0.0,340,2,540.0
6,0.6693,1.9474,0.647,5,0.7613,11.4455,2.0207,8,0.2012,0.0,0.7988,0.2012,0.3165,0.5,0.2652,1.0,0.0,343,2,545.0
5,0.9784,2.7225,0.9508,4,0.8211,20.3157,0.5743,4,0.0,0.0,0.8854,0.0,0.1363,0.6,0.1593,1.0,0.0,349,2,550.0
7,0.6,1.2911,0.4512,6,0.8255,13.8624,1.0807,7,0.8113,0.0,0.1887,0.8113,0.2097,0.7143,0.1748,1.0,0.0,355,2,555.0
4,1.1744,2.6211,0.9633,3,0.854,13.6247,1.0802,4,0.6772,0.0,0.3199,0.6772,0.2599,0.5,0.2193,1.0,0.0,347,2,560.0
9,0.4998,1.1677,0.3389,8,1.346,20.4118,1.0493,4,0.0,0.0113,0.9887,0.0113,0.1056,0.6667,0.2627,1.0,0.0,353,2,565.0
11,0.2772,1.3137,0.3347,10,1.4405,38.2969,3.0784,21,0.04,0.1229,0.8,0.1629,0.0566,0.5455,0.5041,1.0,0.0,350,2,570.0
9,0.4161,0.7977,0.2351,8,1.4746,17.8425,2.7941,17,0.2642,0.0028,0.6733,0.267,0.2411,0.3333,0.9759,1.0,0.0,352,2,575.0
